cell_id,timestamp,rsrp_dbm,rsrq_db,sinr_db,prb_utilization_pct,active_ue_count,rrc_connected_ue,ho_attempt,ho_success,ho_failure,ho_ping_pong,late_ho,early_ho,wrong_cell_ho,dl_throughput_mbps,ul_throughput_mbps,cqi_avg,rlf_count,call_drop_rate_pct
CELL_001_0,2026-04-25T00:00:00,-89.7,-8.4,16.9,29.7,15,32,10,10,0,0,0,0,0,83.5,24.3,11.8,0,0.59
CELL_001_0,2026-04-25T00:15:00,-89.7,-15.0,6.6,28.5,15,29,11,11,0,0,0,0,0,54.0,20.3,9.8,0,1.86
CELL_001_0,2026-04-25T00:30:00,-81.3,-12.3,10.2,32.0,6,30,11,11,0,0,0,0,0,58.6,13.4,9.8,4,0.05
CELL_001_0,2026-04-25T00:45:00,-82.4,-7.4,9.5,25.7,18,25,10,10,0,0,0,0,0,97.4,10.5,11.6,3,1.06
CELL_001_0,2026-04-25T01:00:00,-77.8,-11.5,4.6,28.2,16,31,13,13,0,0,0,0,0,88.4,26.0,13.1,4,2.45
CELL_001_0,2026-04-25T01:15:00,-90.0,-9.4,15.7,38.3,3,21,9,9,0,0,0,0,0,67.5,16.2,9.4,7,0.94
CELL_001_0,2026-04-25T01:30:00,-94.0,-17.5,10.3,27.1,14,16,7,7,0,0,0,0,0,65.7,8.9,9.5,0,1.88
CELL_001_0,2026-04-25T01:45:00,-91.2,-7.9,13.3,23.1,14,16,5,5,0,0,0,0,0,50.8,14.6,9.8,0,0
CELL_001_0,2026-04-25T02:00:00,-87.8,-12.5,12.9,47.3,12,35,9,9,0,0,0,0,0,68.2,25.1,7.8,2,2.71
CELL_001_0,2026-04-25T02:15:00,-77.9,-8.6,11.9,25.6,21,32,8,8,0,0,0,0,0,50.8,15.2,12.8,0,1.14
CELL_001_0,2026-04-25T02:30:00,-89.0,-6.4,15.1,15.9,15,30,7,7,0,0,0,0,0,58.9,21.9,9.0,0,0
CELL_001_0,2026-04-25T02:45:00,-103.3,-12.5,10.7,31.1,13,26,13,13,0,0,0,0,0,72.5,20.0,12.4,0,0.58
CELL_001_0,2026-04-25T03:00:00,-88.6,-10.5,10.1,20.4,12,33,8,8,0,0,0,0,0,81.1,24.4,7.1,6,0.73
CELL_001_0,2026-04-25T03:15:00,-86.1,-7.0,13.9,3.1,15,10,10,10,0,0,0,0,0,78.3,21.4,12.2,3,2.56
CELL_001_0,2026-04-25T03:30:00,-89.0,-8.9,10.0,23.9,10,19,3,3,0,0,0,0,0,81.8,21.3,10.2,5,0.2
CELL_001_0,2026-04-25T03:45:00,-87.5,-8.6,7.2,26.4,13,28,9,9,0,0,0,0,0,77.6,8.7,6.4,0,0
CELL_001_0,2026-04-25T04:00:00,-82.6,-7.6,3.6,21.6,17,18,15,15,0,0,0,0,0,85.5,26.2,11.1,0,0
CELL_001_0,2026-04-25T04:15:00,-76.1,-8.5,16.6,15.9,15,19,10,10,0,0,0,0,0,60.4,23.5,8.3,4,0
CELL_001_0,2026-04-25T04:30:00,-80.3,-10.6,8.7,22.1,16,22,9,9,0,0,0,0,0,90.6,25.4,12.1,0,1.81
CELL_001_0,2026-04-25T04:45:00,-89.9,-8.5,13.4,10.3,18,13,4,4,0,0,0,0,0,113.0,26.2,11.6,1,0.9
CELL_001_0,2026-04-25T05:00:00,-75.4,-13.1,8.9,31.5,28,16,9,9,0,0,0,0,0,59.3,16.8,11.0,2,0
CELL_001_0,2026-04-25T05:15:00,-85.2,-6.7,5.2,29.3,23,23,10,10,0,0,0,0,0,70.0,12.5,9.2,5,0
CELL_001_0,2026-04-25T05:30:00,-88.4,-6.8,14.7,20.5,4,27,10,10,0,0,0,0,0,72.1,19.8,7.2,2,0.9
CELL_001_0,2026-04-25T05:45:00,-79.2,-7.6,12.2,5.9,22,23,10,10,0,0,0,0,0,93.3,22.2,13.0,0,0.91
CELL_001_0,2026-04-25T06:00:00,-87.7,-10.2,17.1,39.6,37,49,17,17,0,0,0,0,0,93.3,23.1,11.3,1,0.49
CELL_001_0,2026-04-25T06:15:00,-73.3,-10.1,10.1,72.1,44,55,17,17,0,0,0,0,0,73.3,15.4,13.4,2,0.35
CELL_001_0,2026-04-25T06:30:00,-100.7,-14.0,14.9,35.8,13,54,11,11,0,0,0,0,0,78.7,20.4,11.3,5,1.31
CELL_001_0,2026-04-25T06:45:00,-84.6,-5.1,5.4,76.5,38,54,16,16,0,0,0,0,0,108.4,20.0,8.7,0,1.18
CELL_001_0,2026-04-25T07:00:00,-71.6,-10.8,8.4,80.3,33,36,21,21,0,0,0,0,0,68.6,18.9,11.5,2,0.86
CELL_001_0,2026-04-25T07:15:00,-77.5,-16.1,20.3,7.8,37,66,15,15,0,0,0,0,0,77.4,10.7,9.9,5,0.67
CELL_001_0,2026-04-25T07:30:00,-80.8,-13.2,17.2,31.4,52,49,23,23,0,0,0,0,0,106.1,22.4,9.1,0,0.04
CELL_001_0,2026-04-25T07:45:00,-77.8,-7.3,11.8,32.0,34,63,27,27,0,0,0,0,0,87.5,23.9,11.2,2,0.07
CELL_001_0,2026-04-25T08:00:00,-88.1,-8.4,14.9,34.5,35,74,21,21,0,0,0,0,0,102.2,27.6,9.3,1,1.55
CELL_001_0,2026-04-25T08:15:00,-73.8,-10.9,8.8,11.4,22,52,18,18,0,0,0,0,0,58.7,16.4,11.4,0,0.42
CELL_001_0,2026-04-25T08:30:00,-92.2,-8.8,13.8,52.1,49,72,23,23,0,0,0,0,0,50.9,21.6,12.9,2,0.61
CELL_001_0,2026-04-25T08:45:00,-80.6,-6.2,14.4,67.3,49,72,40,40,0,0,0,0,0,98.9,27.8,11.8,0,1.4
CELL_001_0,2026-04-25T09:00:00,-74.9,-12.2,19.7,46.6,19,62,30,30,0,0,0,0,0,72.2,19.1,8.3,0,0
CELL_001_0,2026-04-25T09:15:00,-74.7,-10.5,14.0,63.7,45,63,35,35,0,0,0,0,0,64.2,17.8,6.5,0,2.05
CELL_001_0,2026-04-25T09:30:00,-86.9,-9.7,6.6,81.7,73,66,36,36,0,0,0,0,0,79.1,16.3,9.8,0,0.33
CELL_001_0,2026-04-25T09:45:00,-84.5,-11.3,12.2,100,52,60,24,24,0,0,0,0,0,70.0,19.4,11.0,4,0.76
CELL_001_0,2026-04-25T10:00:00,-71.3,-10.8,7.6,60.1,31,66,14,14,0,0,0,0,0,91.0,22.8,10.6,4,0
CELL_001_0,2026-04-25T10:15:00,-77.6,-10.2,12.0,38.3,44,71,36,36,0,0,0,0,0,51.5,31.3,9.9,0,1.34
CELL_001_0,2026-04-25T10:30:00,-76.8,-11.7,15.4,80.4,16,50,21,21,0,0,0,0,0,51.7,19.5,6.1,6,0
CELL_001_0,2026-04-25T10:45:00,-88.5,-9.4,10.3,53.6,60,85,30,30,0,0,0,0,0,71.7,27.3,6.3,0,1.99
CELL_001_0,2026-04-25T11:00:00,-89.3,-7.1,21.2,72.2,28,59,31,31,0,0,0,0,0,65.0,23.7,10.5,4,1.01
CELL_001_0,2026-04-25T11:15:00,-81.6,-11.4,12.0,66.8,59,88,36,36,0,0,0,0,0,101.9,20.4,11.1,0,0.41
CELL_001_0,2026-04-25T11:30:00,-86.7,-12.6,7.3,37.7,45,62,29,29,0,0,0,0,0,117.1,15.4,7.8,2,1.44
CELL_001_0,2026-04-25T11:45:00,-91.8,-5.9,16.1,43.0,50,71,29,29,0,0,0,0,0,99.3,22.7,11.0,7,0.18
CELL_001_0,2026-04-25T12:00:00,-88.6,-9.7,12.4,71.0,44,130,31,31,0,0,0,0,0,110.6,21.3,8.1,0,1.21
CELL_001_0,2026-04-25T12:15:00,-93.8,-8.6,17.8,100,58,60,36,36,0,0,0,0,0,45.3,14.6,8.9,0,0.09
CELL_001_0,2026-04-25T12:30:00,-84.0,-15.0,9.2,100,17,56,24,24,0,0,0,0,0,104.2,14.2,9.0,3,1.54
CELL_001_0,2026-04-25T12:45:00,-77.5,-9.8,11.1,69.5,25,69,23,23,0,0,0,0,0,86.6,28.7,7.3,3,0.5
CELL_001_0,2026-04-25T13:00:00,-74.4,-12.7,2.1,41.8,29,71,33,33,0,0,0,0,0,61.0,30.4,9.2,2,0
CELL_001_0,2026-04-25T13:15:00,-75.0,-8.7,9.9,92.9,65,44,29,29,0,0,0,0,0,134.7,15.2,10.2,0,0
CELL_001_0,2026-04-25T13:30:00,-86.0,-15.2,11.1,20.9,46,77,41,41,0,0,0,0,0,101.4,19.5,11.2,3,0.34
CELL_001_0,2026-04-25T13:45:00,-72.8,-9.6,11.2,4.7,36,67,20,20,0,0,0,0,0,35.4,15.4,8.1,0,0.64
CELL_001_0,2026-04-25T14:00:00,-74.7,-9.6,12.3,46.0,34,84,27,27,0,0,0,0,0,114.3,19.7,11.6,0,0
CELL_001_0,2026-04-25T14:15:00,-78.3,-14.3,10.6,75.1,43,102,27,27,0,0,0,0,0,110.5,21.5,11.5,0,0.44
CELL_001_0,2026-04-25T14:30:00,-85.7,-8.4,17.3,81.1,46,78,27,27,0,0,0,0,0,92.4,30.5,11.4,4,1.4
CELL_001_0,2026-04-25T14:45:00,-89.0,-9.2,7.6,64.8,3,67,12,12,0,0,0,0,0,112.4,24.2,10.1,0,0.09
CELL_001_0,2026-04-25T15:00:00,-72.9,-9.2,9.4,29.9,28,102,34,34,0,0,0,0,0,42.3,28.0,8.0,3,1.02
CELL_001_0,2026-04-25T15:15:00,-91.8,-8.7,11.8,30.4,31,61,15,15,0,0,0,0,0,64.7,13.7,7.9,3,1.14
CELL_001_0,2026-04-25T15:30:00,-78.0,-9.4,6.0,21.7,40,50,24,24,0,0,0,0,0,98.6,19.5,10.9,0,0
CELL_001_0,2026-04-25T15:45:00,-78.3,-13.1,15.2,65.2,38,98,17,17,0,0,0,0,0,87.5,22.7,9.2,0,1.11
CELL_001_0,2026-04-25T16:00:00,-69.2,-9.4,19.5,48.6,49,70,31,31,0,0,0,0,0,73.2,19.5,11.2,3,0
CELL_001_0,2026-04-25T16:15:00,-86.3,-5.4,11.8,45.7,37,69,19,19,0,0,0,0,0,38.2,28.3,12.5,4,0
CELL_001_0,2026-04-25T16:30:00,-81.5,-17.1,17.2,89.4,54,62,30,30,0,0,0,0,0,83.5,28.4,11.0,0,0.49
CELL_001_0,2026-04-25T16:45:00,-78.2,-8.3,11.4,52.4,15,71,11,11,0,0,0,0,0,59.9,9.7,9.3,1,0.38
CELL_001_0,2026-04-25T17:00:00,-91.9,-8.3,18.0,85.1,43,63,23,23,0,0,0,0,0,98.4,22.7,9.0,0,0
CELL_001_0,2026-04-25T17:15:00,-88.1,-11.2,13.0,48.4,35,64,20,20,0,0,0,0,0,104.5,16.3,11.4,0,0.7
CELL_001_0,2026-04-25T17:30:00,-70.5,-10.2,12.0,9.4,28,70,20,20,0,0,0,0,0,72.6,23.8,11.2,0,1.35
CELL_001_0,2026-04-25T17:45:00,-82.1,-12.6,6.3,77.9,35,87,23,23,0,0,0,0,0,62.3,26.1,9.0,3,0.9
CELL_001_0,2026-04-25T18:00:00,-79.0,-12.5,6.6,20.3,43,45,22,22,0,0,0,0,0,87.3,22.2,11.8,7,0.11
CELL_001_0,2026-04-25T18:15:00,-79.4,-10.0,9.9,66.4,19,36,18,18,0,0,0,0,0,105.1,27.0,13.0,1,0
CELL_001_0,2026-04-25T18:30:00,-83.8,-10.0,14.5,56.2,26,57,14,14,0,0,0,0,0,10.3,22.3,7.3,0,0.76
CELL_001_0,2026-04-25T18:45:00,-92.9,-14.6,12.8,70.4,29,52,19,19,0,0,0,0,0,84.9,30.7,9.0,1,1.5
CELL_001_0,2026-04-25T19:00:00,-85.7,-4.2,16.1,53.2,12,72,21,21,0,0,0,0,0,82.8,21.6,13.0,2,0.69
CELL_001_0,2026-04-25T19:15:00,-94.1,-8.7,9.4,25.4,36,44,25,25,0,0,0,0,0,53.8,23.9,11.3,2,0.91
CELL_001_0,2026-04-25T19:30:00,-83.4,-7.4,17.1,23.9,26,43,19,19,0,0,0,0,0,84.8,23.2,7.5,4,1.73
CELL_001_0,2026-04-25T19:45:00,-83.2,-18.0,12.0,50.3,35,39,20,20,0,0,0,0,0,90.2,17.5,12.7,5,1.15
CELL_001_0,2026-04-25T20:00:00,-101.4,-12.5,12.6,56.7,20,46,15,15,0,0,0,0,0,94.4,24.3,12.7,7,1.5
CELL_001_0,2026-04-25T20:15:00,-91.3,-9.9,14.6,21.2,34,30,14,14,0,0,0,0,0,92.2,23.8,8.0,0,0
CELL_001_0,2026-04-25T20:30:00,-78.7,-12.1,6.6,47.9,13,24,17,17,0,0,0,0,0,68.4,13.1,12.4,3,0.64
CELL_001_0,2026-04-25T20:45:00,-85.4,-10.9,18.7,8.6,32,47,14,14,0,0,0,0,0,113.7,17.5,11.7,2,1.54
CELL_001_0,2026-04-25T21:00:00,-84.1,-15.5,13.5,27.0,23,29,13,13,0,0,0,0,0,62.7,16.0,8.8,0,1.66
CELL_001_0,2026-04-25T21:15:00,-74.7,-13.2,19.4,24.9,19,35,12,12,0,0,0,0,0,82.4,15.2,9.7,3,0.75
CELL_001_0,2026-04-25T21:30:00,-101.8,-7.3,13.0,23.7,13,29,11,11,0,0,0,0,0,112.0,18.6,10.9,2,0.95
CELL_001_0,2026-04-25T21:45:00,-88.7,-15.5,12.1,36.6,15,13,13,13,0,0,0,0,0,72.6,24.9,12.3,1,0.56
CELL_001_0,2026-04-25T22:00:00,-87.9,-3.0,19.3,5.0,16,30,12,12,0,0,0,0,0,101.4,14.2,8.1,1,0.14
CELL_001_0,2026-04-25T22:15:00,-85.2,-12.9,12.6,35.7,19,31,14,14,0,0,0,0,0,103.8,24.0,11.0,2,1.07
CELL_001_0,2026-04-25T22:30:00,-79.0,-11.1,13.5,38.4,14,7,9,9,0,0,0,0,0,124.3,21.4,13.3,0,1.06
CELL_001_0,2026-04-25T22:45:00,-86.1,-13.6,9.1,48.2,7,35,16,16,0,0,0,0,0,47.6,22.5,10.1,4,0.81
CELL_001_0,2026-04-25T23:00:00,-78.0,-7.6,14.0,27.9,17,19,8,8,0,0,0,0,0,90.9,21.1,11.1,3,1.33
CELL_001_0,2026-04-25T23:15:00,-86.1,-7.4,14.6,12.5,7,23,8,8,0,0,0,0,0,81.5,19.0,11.2,0,0.35
CELL_001_0,2026-04-25T23:30:00,-80.0,-8.1,15.5,23.2,12,16,11,11,0,0,0,0,0,78.3,14.7,7.9,0,1.18
CELL_001_0,2026-04-25T23:45:00,-74.8,-10.4,10.9,36.6,14,22,8,8,0,0,0,0,0,97.5,20.9,7.3,0,1.16
CELL_001_0,2026-04-26T00:00:00,-91.0,-12.1,16.9,20.1,14,20,11,11,0,0,0,0,0,103.7,32.8,9.3,1,0.11
CELL_001_0,2026-04-26T00:15:00,-84.0,-11.4,11.4,24.1,17,22,10,10,0,0,0,0,0,78.3,22.8,13.8,1,0
CELL_001_0,2026-04-26T00:30:00,-82.7,-9.4,12.9,42.2,14,14,10,10,0,0,0,0,0,55.1,24.4,10.4,0,0
CELL_001_0,2026-04-26T00:45:00,-87.7,-6.1,1.3,9.5,16,28,12,12,0,0,0,0,0,83.9,22.0,10.3,4,0
CELL_001_0,2026-04-26T01:00:00,-75.8,-12.7,15.0,33.5,19,30,14,14,0,0,0,0,0,67.6,20.2,10.7,1,0
CELL_001_0,2026-04-26T01:15:00,-84.6,-8.8,7.5,11.7,12,21,9,9,0,0,0,0,0,75.0,16.9,10.4,5,0.67
CELL_001_0,2026-04-26T01:30:00,-87.8,-10.5,8.1,38.7,20,26,12,12,0,0,0,0,0,76.4,22.0,9.7,0,1.24
CELL_001_0,2026-04-26T01:45:00,-85.6,-8.1,9.1,34.7,9,40,9,9,0,0,0,0,0,93.9,17.3,10.9,0,0.41
CELL_001_0,2026-04-26T02:00:00,-89.3,-9.2,14.7,24.5,11,28,8,8,0,0,0,0,0,71.2,24.4,7.7,6,1.11
CELL_001_0,2026-04-26T02:15:00,-96.8,-9.8,14.6,20.6,13,23,6,6,0,0,0,0,0,105.7,14.6,11.8,0,1.01
CELL_001_0,2026-04-26T02:30:00,-74.7,-8.2,16.0,6.6,9,37,9,9,0,0,0,0,0,85.4,23.0,8.5,1,0.65
CELL_001_0,2026-04-26T02:45:00,-76.5,-9.4,11.7,34.3,16,5,15,15,0,0,0,0,0,82.4,22.0,6.9,0,0
CELL_001_0,2026-04-26T03:00:00,-78.5,-9.8,13.6,14.8,11,22,10,10,0,0,0,0,0,95.5,15.1,11.0,0,0
CELL_001_0,2026-04-26T03:15:00,-84.2,-4.1,16.4,26.3,18,20,8,8,0,0,0,0,0,90.2,15.4,11.6,1,0.64
CELL_001_0,2026-04-26T03:30:00,-84.8,-11.4,10.6,31.5,16,28,10,10,0,0,0,0,0,119.0,17.3,8.2,0,0.25
CELL_001_0,2026-04-26T03:45:00,-79.7,-11.7,-0.1,14.6,6,12,12,12,0,0,0,0,0,64.8,24.1,12.2,3,0
CELL_001_0,2026-04-26T04:00:00,-89.5,-14.3,21.5,34.5,13,32,11,11,0,0,0,0,0,77.8,27.6,10.1,4,0
CELL_001_0,2026-04-26T04:15:00,-82.4,-8.9,6.4,30.5,11,28,11,11,0,0,0,0,0,114.8,21.5,13.7,2,1.6
CELL_001_0,2026-04-26T04:30:00,-84.4,-7.2,11.7,13.0,13,25,7,7,0,0,0,0,0,88.7,17.8,7.6,1,0.94
CELL_001_0,2026-04-26T04:45:00,-94.2,-10.3,14.3,20.4,19,37,10,10,0,0,0,0,0,82.0,17.7,11.0,0,0
CELL_001_0,2026-04-26T05:00:00,-86.4,-14.6,22.1,19.8,4,33,9,9,0,0,0,0,0,79.9,17.4,11.1,2,0
CELL_001_0,2026-04-26T05:15:00,-67.6,-11.2,15.2,32.8,20,27,10,10,0,0,0,0,0,131.8,25.2,10.8,0,0.13
CELL_001_0,2026-04-26T05:30:00,-91.9,-6.2,13.8,8.3,21,11,5,5,0,0,0,0,0,57.4,15.9,11.7,3,0.63
CELL_001_0,2026-04-26T05:45:00,-83.1,-12.6,11.7,29.7,13,28,9,9,0,0,0,0,0,85.8,29.3,8.6,3,1.01
CELL_001_0,2026-04-26T06:00:00,-78.3,-14.2,10.4,35.7,37,62,13,13,0,0,0,0,0,89.0,22.8,8.2,0,0
CELL_001_0,2026-04-26T06:15:00,-91.8,-11.2,16.8,48.9,20,34,19,19,0,0,0,0,0,81.8,18.5,8.9,4,0
CELL_001_0,2026-04-26T06:30:00,-92.3,-12.3,16.0,41.8,30,34,14,14,0,0,0,0,0,78.4,30.6,11.0,3,0
CELL_001_0,2026-04-26T06:45:00,-92.4,-12.6,23.0,41.4,43,30,18,18,0,0,0,0,0,110.8,17.8,8.8,0,1.28
CELL_001_0,2026-04-26T07:00:00,-94.2,-3.4,10.9,77.4,18,65,16,16,0,0,0,0,0,79.0,26.0,9.7,5,1.07
CELL_001_0,2026-04-26T07:15:00,-59.9,-10.2,11.8,57.9,52,52,16,16,0,0,0,0,0,90.1,21.2,7.8,1,0.11
CELL_001_0,2026-04-26T07:30:00,-81.6,-15.7,4.2,31.7,32,49,18,18,0,0,0,0,0,91.5,34.4,6.9,1,0
CELL_001_0,2026-04-26T07:45:00,-87.3,-7.2,12.0,3.4,28,39,33,33,0,0,0,0,0,77.3,14.4,8.3,7,0
CELL_001_0,2026-04-26T08:00:00,-87.6,-7.7,13.0,37.8,49,36,26,26,0,0,0,0,0,71.5,11.8,13.1,1,1.39
CELL_001_0,2026-04-26T08:15:00,-84.9,-5.1,7.3,74.7,43,78,25,25,0,0,0,0,0,51.0,16.0,8.1,0,0
CELL_001_0,2026-04-26T08:30:00,-89.4,-6.1,11.3,52.5,33,62,32,32,0,0,0,0,0,128.4,12.1,8.9,4,0
CELL_001_0,2026-04-26T08:45:00,-85.0,-9.0,8.7,67.3,56,65,22,22,0,0,0,0,0,82.9,18.5,6.9,0,0
CELL_001_0,2026-04-26T09:00:00,-101.4,-5.4,16.7,94.5,42,93,26,26,0,0,0,0,0,92.3,21.0,14.7,7,0
CELL_001_0,2026-04-26T09:15:00,-83.7,-16.0,10.6,43.1,52,101,27,27,0,0,0,0,0,85.5,22.7,7.7,2,1.24
CELL_001_0,2026-04-26T09:30:00,-90.9,-14.9,18.1,18.4,44,78,39,39,0,0,0,0,0,73.4,24.4,10.3,0,0.68
CELL_001_0,2026-04-26T09:45:00,-72.1,-12.8,8.0,90.4,20,50,39,39,0,0,0,0,0,110.8,21.0,10.6,3,0.51
CELL_001_0,2026-04-26T10:00:00,-86.0,-9.9,10.4,43.3,50,65,18,18,0,0,0,0,0,96.6,12.3,10.1,0,0.62
CELL_001_0,2026-04-26T10:15:00,-73.2,-11.6,7.9,100,56,76,26,26,0,0,0,0,0,64.4,10.5,7.4,6,1.95
CELL_001_0,2026-04-26T10:30:00,-88.6,-7.6,10.5,36.7,11,102,21,21,0,0,0,0,0,82.7,24.7,13.5,0,1.23
CELL_001_0,2026-04-26T10:45:00,-98.2,-8.2,11.0,54.9,35,41,28,28,0,0,0,0,0,83.5,27.2,8.0,0,1.28
CELL_001_0,2026-04-26T11:00:00,-88.0,-11.7,9.1,100,42,54,27,27,0,0,0,0,0,103.1,26.4,12.2,3,0.0
CELL_001_0,2026-04-26T11:15:00,-90.3,-11.6,15.1,67.8,38,73,28,28,0,0,0,0,0,61.9,26.0,9.7,3,0.35
CELL_001_0,2026-04-26T11:30:00,-75.6,-10.9,8.0,31.8,32,76,37,37,0,0,0,0,0,78.4,21.9,8.5,3,1.3
CELL_001_0,2026-04-26T11:45:00,-86.4,-11.9,13.3,64.8,59,63,12,12,0,0,0,0,0,97.4,22.0,12.1,5,0
CELL_001_0,2026-04-26T12:00:00,-80.7,-7.0,5.6,34.4,21,93,28,28,0,0,0,0,0,51.8,23.9,12.3,3,0
CELL_001_0,2026-04-26T12:15:00,-93.3,-16.9,15.1,48.7,44,94,29,29,0,0,0,0,0,78.8,25.0,11.5,8,0.05
CELL_001_0,2026-04-26T12:30:00,-80.5,-7.9,12.1,61.3,49,67,31,31,0,0,0,0,0,70.9,16.3,8.2,1,0.97
CELL_001_0,2026-04-26T12:45:00,-69.5,-13.8,9.8,94.0,23,54,19,19,0,0,0,0,0,51.8,15.6,13.8,1,0
CELL_001_0,2026-04-26T13:00:00,-88.7,-12.3,12.4,53.2,53,105,30,30,0,0,0,0,0,72.0,14.4,11.7,0,2.08
CELL_001_0,2026-04-26T13:15:00,-85.8,-8.4,16.3,83.9,53,81,30,30,0,0,0,0,0,108.7,17.1,11.8,1,0.24
CELL_001_0,2026-04-26T13:30:00,-84.0,-5.7,12.6,7.7,42,61,17,17,0,0,0,0,0,65.6,19.7,10.3,0,0
CELL_001_0,2026-04-26T13:45:00,-81.4,-6.6,11.1,42.5,48,79,29,29,0,0,0,0,0,74.1,13.5,12.8,0,2.02
CELL_001_0,2026-04-26T14:00:00,-69.3,-10.0,12.3,73.7,30,81,14,14,0,0,0,0,0,113.2,19.3,11.7,1,0.96
CELL_001_0,2026-04-26T14:15:00,-87.5,-3.8,7.0,87.5,37,51,24,24,0,0,0,0,0,80.1,16.7,6.2,0,1.44
CELL_001_0,2026-04-26T14:30:00,-72.5,-13.8,9.4,60.4,40,58,30,30,0,0,0,0,0,103.5,23.8,9.0,4,1.2
CELL_001_0,2026-04-26T14:45:00,-96.0,-13.0,11.7,100,28,48,25,25,0,0,0,0,0,35.9,18.3,4.6,12,0
CELL_001_0,2026-04-26T15:00:00,-76.1,-7.3,14.8,58.0,42,94,24,24,0,0,0,0,0,96.5,27.7,6.7,0,2.57
CELL_001_0,2026-04-26T15:15:00,-82.3,-11.8,8.4,47.4,23,83,22,22,0,0,0,0,0,68.8,16.8,12.6,3,0.4
CELL_001_0,2026-04-26T15:30:00,-88.4,-6.7,13.9,0,30,50,30,30,0,0,0,0,0,100.9,27.0,9.2,2,0.48
CELL_001_0,2026-04-26T15:45:00,-80.1,-6.1,15.3,38.2,31,76,34,34,0,0,0,0,0,81.9,12.5,9.0,4,0
CELL_001_0,2026-04-26T16:00:00,-81.8,-5.0,19.8,41.8,33,66,19,19,0,0,0,0,0,49.4,10.9,6.9,0,0.12
CELL_001_0,2026-04-26T16:15:00,-93.3,-13.7,11.9,72.4,38,72,24,24,0,0,0,0,0,60.7,13.1,12.1,6,0.03
CELL_001_0,2026-04-26T16:30:00,-79.0,-3.7,5.9,62.2,35,56,33,33,0,0,0,0,0,53.7,18.6,12.0,1,1.13
CELL_001_0,2026-04-26T16:45:00,-85.5,-14.2,7.2,70.8,20,52,18,18,0,0,0,0,0,54.4,21.0,10.6,1,1.3
CELL_001_0,2026-04-26T17:00:00,-75.3,-9.0,4.2,82.1,34,36,27,27,0,0,0,0,0,75.6,17.1,10.2,5,0.67
CELL_001_0,2026-04-26T17:15:00,-78.6,-4.8,13.0,47.1,21,51,17,17,0,0,0,0,0,82.2,25.7,10.9,0,0
CELL_001_0,2026-04-26T17:30:00,-83.1,-11.1,10.0,94.5,38,36,24,24,0,0,0,0,0,95.1,20.7,9.7,4,0.56
CELL_001_0,2026-04-26T17:45:00,-82.4,-11.4,8.8,46.1,41,64,18,18,0,0,0,0,0,69.0,22.5,10.0,1,0.34
CELL_001_0,2026-04-26T18:00:00,-91.4,-9.1,13.6,36.9,14,44,20,20,0,0,0,0,0,78.9,20.9,8.8,0,0
CELL_001_0,2026-04-26T18:15:00,-77.7,-9.3,13.0,42.1,31,66,20,20,0,0,0,0,0,112.4,12.1,7.0,0,1.51
CELL_001_0,2026-04-26T18:30:00,-81.2,-7.6,14.8,62.1,19,52,21,21,0,0,0,0,0,87.3,23.5,8.5,0,0
CELL_001_0,2026-04-26T18:45:00,-80.5,-9.8,19.4,41.2,31,29,19,19,0,0,0,0,0,100.9,13.9,9.9,0,0.93
CELL_001_0,2026-04-26T19:00:00,-88.5,-7.2,11.8,4.4,41,46,18,18,0,0,0,0,0,89.8,19.4,12.0,3,0
CELL_001_0,2026-04-26T19:15:00,-95.6,-2.5,15.2,31.6,36,41,19,19,0,0,0,0,0,71.4,18.7,9.3,4,1.08
CELL_001_0,2026-04-26T19:30:00,-94.7,-8.8,17.1,52.6,22,43,15,15,0,0,0,0,0,100.7,21.6,10.2,2,0
CELL_001_0,2026-04-26T19:45:00,-77.2,-8.8,9.2,45.4,15,43,18,18,0,0,0,0,0,66.3,17.4,13.8,4,0.5
CELL_001_0,2026-04-26T20:00:00,-103.9,-7.2,12.2,45.5,19,40,9,9,0,0,0,0,0,80.1,18.5,8.8,1,0
CELL_001_0,2026-04-26T20:15:00,-85.3,-12.6,10.4,50.3,12,37,8,8,0,0,0,0,0,64.9,19.4,11.8,6,0.25
CELL_001_0,2026-04-26T20:30:00,-78.6,-10.8,14.0,22.7,17,37,16,16,0,0,0,0,0,72.1,20.3,11.2,1,0
CELL_001_0,2026-04-26T20:45:00,-86.6,-9.2,20.5,14.6,20,53,16,16,0,0,0,0,0,87.4,22.6,9.1,0,1.91
CELL_001_0,2026-04-26T21:00:00,-79.9,-14.6,11.6,34.7,14,28,16,16,0,0,0,0,0,71.9,28.7,11.4,3,1.57
CELL_001_0,2026-04-26T21:15:00,-90.5,-13.8,13.0,45.5,13,34,19,19,0,0,0,0,0,114.6,22.2,8.0,1,0.34
CELL_001_0,2026-04-26T21:30:00,-102.7,-7.4,15.0,42.3,16,20,11,11,0,0,0,0,0,65.9,20.0,9.9,1,1.0
CELL_001_0,2026-04-26T21:45:00,-88.5,-8.8,8.6,0,16,26,7,7,0,0,0,0,0,72.2,23.9,10.9,6,1.24
CELL_001_0,2026-04-26T22:00:00,-90.3,-8.1,5.5,24.0,17,21,15,15,0,0,0,0,0,65.0,27.6,7.9,0,0.59
CELL_001_0,2026-04-26T22:15:00,-90.5,-15.2,18.8,29.8,17,33,9,9,0,0,0,0,0,74.8,23.2,12.9,4,1.03
